"Original","Submitted","Accepted_name","Selected_family","Selected_order","Selected_class","Synonyms"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis variabilis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus sandayensis westrae"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus californicus"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus scirpensis"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Arvicola edax"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus scirpensis"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Arvicola trowbridgii"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus aequivocatus"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus aestuarinus"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus constrictus"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus eximius"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus grinnelli"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus halophilus"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus hyperuthrus"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus kernensis"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus mariposae"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus mohavensis"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus neglectus"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus paludicola"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus perplexabilis"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus sanctidiegi"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus sanpabloensis"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus stephensi"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus vallicola"
"microtus californicus","Microtus californicus","Microtus californicus","Cricetidae","Rodentia","Mammalia","Microtus californicus huperuthrus"
"microtus fortis","Microtus fortis","Microtus fortis","Cricetidae","Rodentia","Mammalia","Microtus calamorum"
"microtus fortis","Microtus fortis","Microtus fortis","Cricetidae","Rodentia","Mammalia","Microtus dolichocephalus"
"microtus fortis","Microtus fortis","Microtus fortis","Cricetidae","Rodentia","Mammalia","Microtus michnoi"
"microtus fortis","Microtus fortis","Microtus fortis","Cricetidae","Rodentia","Mammalia","Microtus pelliceus"
"microtus fortis","Microtus fortis","Microtus fortis","Cricetidae","Rodentia","Mammalia","Microtus calamorum superus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus angustus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Stenocranius buturlini"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus castaneus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Arvicola eversmanni"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Stenocranius kossogolicus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Stenocranius major"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Arvicola nordenskioldi"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Arvicola raddei"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus ravidulus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus tianschanicus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus gregalis brevicauda"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus gregalis dolguschini"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus gregalis montosus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis slowzowi"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus gregalis tarbagataicus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus gregalis tundrae"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus gregalis unguiculatus"
"microtus gregalis","Microtus gregalis","Microtus gregalis","Cricetidae","Rodentia","Mammalia","Microtus gregalis zachvatkini"
"microtus guentheri","Microtus guentheri","Microtus guentheri","Cricetidae","Rodentia","Mammalia","Microtus hartingi"
"microtus guentheri","Microtus guentheri","Microtus guentheri","Cricetidae","Rodentia","Mammalia","Microtus lydius"
"microtus guentheri","Microtus guentheri","Microtus guentheri","Cricetidae","Rodentia","Mammalia","Microtus mustersi"
"microtus guentheri","Microtus guentheri","Microtus guentheri","Cricetidae","Rodentia","Mammalia","Microtus philistinus"
"microtus guentheri","Microtus guentheri","Microtus guentheri","Cricetidae","Rodentia","Mammalia","Microtus guentheri shevketi"
"microtus levis","Microtus levis","Microtus levis","Cricetidae","Rodentia","Mammalia","Microtus rossiaemeridionalis"
"microtus levis","Microtus levis","Microtus levis","Cricetidae","Rodentia","Mammalia","Microtus arvalis muhlisi"
"microtus levis","Microtus levis","Microtus levis","Cricetidae","Rodentia","Mammalia","Microtus arvalis relictus"
"microtus levis","Microtus levis","Microtus levis","Cricetidae","Rodentia","Mammalia","Microtus arvalis rossiaemeridionalis"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus coronarius"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus longicaudus coronarius"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus longicaudus longicaudus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Arvicola alticolus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus angusticeps"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Arvicola leucophaeus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus macrurus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Arvicola mordax"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus vellerosus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus mordax abditus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus mordax angustus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus longicaudus baileyi"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus mordax bernardinus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus mordax halli"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus longicaudus incanus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus mordax latus"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus mordax littoralis"
"microtus longicaudus","Microtus longicaudus","Microtus longicaudus","Cricetidae","Rodentia","Mammalia","Microtus mordax sierrae"
"chaetodon speculum","Chaetodon speculum","Chaetodon speculum","Chaetodontidae","Perciformes","Actinopterygii","Chaetodon ocellifer"
"chaetodon speculum","Chaetodon speculum","Chaetodon speculum","Chaetodontidae","Perciformes","Actinopterygii","Chaetodon spilopleura"
"microtus majori","Microtus majori","Microtus majori","Cricetidae","Rodentia","Mammalia","Microtus dinniki"
"microtus majori","Microtus majori","Microtus majori","Cricetidae","Rodentia","Mammalia","Microtus rubelianus"
"microtus majori","Microtus majori","Microtus majori","Cricetidae","Rodentia","Mammalia","Microtus vinogradovi"
"microtus majori","Microtus majori","Microtus majori","Cricetidae","Rodentia","Mammalia","Arbusticola rubelianus ciscaucasicus"
"microtus majori","Microtus majori","Microtus majori","Cricetidae","Rodentia","Mammalia","Microtus rubelianus colchicus"
"microtus maximowiczii","Microtus maximowiczii","Microtus maximowiczii","Cricetidae","Rodentia","Mammalia","Microtus michnoi ungurensis"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus mexicanus"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus hualpaiensis"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mogollonensis"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus fulviventer"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Arvicola mogollonensis"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Arvicola phaeus"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus fundatus"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus guadalupensis"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus madrensis"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus navaho"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus neveriae"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus salvus"
"microtus mexicanus","Microtus mexicanus","Microtus mexicanus","Cricetidae","Rodentia","Mammalia","Microtus mexicanus subsimus"
"microtus middendorffii","Microtus middendorffii","Microtus middendorffi","Cricetidae","Rodentia","Mammalia","Microtus hyperboreus"
"microtus middendorffii","Microtus middendorffii","Microtus middendorffi","Cricetidae","Rodentia","Mammalia","Microtus middendorffii"
"microtus middendorffii","Microtus middendorffii","Microtus middendorffi","Cricetidae","Rodentia","Mammalia","Arvicola obscurus"
"microtus middendorffii","Microtus middendorffii","Microtus middendorffi","Cricetidae","Rodentia","Mammalia","Microtus hyperboreus swerevi"
"microtus middendorffii","Microtus middendorffii","Microtus middendorffi","Cricetidae","Rodentia","Mammalia","Microtus middendorffi tasensis"
"microtus middendorffii","Microtus middendorffii","Microtus middendorffi","Cricetidae","Rodentia","Mammalia","Microtus middendorffi uralensis"
"microtus miurus","Microtus miurus","Microtus miurus","Cricetidae","Rodentia","Mammalia","Microtus andersoni"
"microtus miurus","Microtus miurus","Microtus miurus","Cricetidae","Rodentia","Mammalia","Microtus cantator"
"microtus miurus","Microtus miurus","Microtus miurus","Cricetidae","Rodentia","Mammalia","Microtus muriei"
"microtus miurus","Microtus miurus","Microtus miurus","Cricetidae","Rodentia","Mammalia","Microtus miurus oreas"
"microtus miurus","Microtus miurus","Microtus miurus","Cricetidae","Rodentia","Mammalia","Microtus miurus paneaki"
"microtus montebelli","Microtus montebelli","Microtus montebelli","Cricetidae","Rodentia","Mammalia","Arvicola hatanedzumi"
"microtus montebelli","Microtus montebelli","Microtus montebelli","Cricetidae","Rodentia","Mammalia","Microtus montebelli brevicorpus"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Hypudaeus ochrogaster"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Microtus ludovicianus"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Arvicola austerus"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Arvicola cinnamonea"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Arvicola haydenii"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Arvicola austerus minor"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Microtus ochrogaster ohioensis"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Microtus ochrogaster similis"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Microtus ochrogaster taylori"
"microtus ochrogaster","Microtus ochrogaster","Microtus ochrogaster","Cricetidae","Rodentia","Mammalia","Microtus ochrogaster ludovicianus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus ratticeps"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus amakensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Arvicola arenicola"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus elymocetes"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus innuitus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus kadiacensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus koreni"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus macfarlani"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Lemmus medius"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Arvicola operarius"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Arvicola ouralensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Arvicola ratticeps"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus sitkensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus tshuktshorum"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus uchidae"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus unalascensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus yakutatensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus ratticeps altaicus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus anikini"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus dauricus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus operarius endoecus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus gilmorei"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus hahlovi"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Mus oeconomus kamtschaticus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus kjusjurensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus ratticeps mehelyi"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus ratticeps montiumcaelestinum"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeonomus naumovi"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus ratticeps petshorae"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus unalascensis popofensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus innuitus punukensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus shantaricus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Arvicola ratticeps stimmingi"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus suntaricus"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Arvicola terrestris uralensis"
"microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Cricetidae","Rodentia","Mammalia","Microtus oeconomus elymocetes"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus nesophilus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus pennsylvanicus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus dukecampbelli"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus chihuahuensis"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus admiraltiae"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola alborufescens"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus aphorodemus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola dekayi"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus enixus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus fontigenus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola fulva"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola hirsutus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola insperatus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus insularis"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola nasuta"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Lemmus noveboracensis"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola oneida"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola palustris"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Mynomes pratensis"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus provectus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola riparius"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola rufescens"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola rufidorsum"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola terraenovae"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola drummondii"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus acadicus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus alcorni"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus arcticus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus copelandi"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus finitus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus funebris"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus montanus kincaidi"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus labradorius"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Arvicola riparia longipilis"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus magdalenensis"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus pullatus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus rubidus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsilvanicus shattucki"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus tananaensis"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus uligocola"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus wahema"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus kincaidi"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus provectus"
"microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Cricetidae","Rodentia","Mammalia","Microtus pennsylvanicus shattucki"
"microtus richardsoni","Microtus richardsoni","Microtus richardsoni","Cricetidae","Rodentia","Mammalia","Arvicola richardsoni"
"microtus richardsoni","Microtus richardsoni","Microtus richardsoni","Cricetidae","Rodentia","Mammalia","Aulacomys arvicoloides"
"microtus richardsoni","Microtus richardsoni","Microtus richardsoni","Cricetidae","Rodentia","Mammalia","Arvicola macropus"
"microtus richardsoni","Microtus richardsoni","Microtus richardsoni","Cricetidae","Rodentia","Mammalia","Microtus principalis"
"microtus richardsoni","Microtus richardsoni","Microtus richardsoni","Cricetidae","Rodentia","Mammalia","Microtus richardsoni myllodontus"
"chaetodon unimaculatus","Chaetodon unimaculatus","Chaetodon unimaculatus","Chaetodontidae","Perciformes","Actinopterygii","Chaetodon sphenospilus"
"microtus socialis","Microtus socialis","Microtus socialis","Cricetidae","Rodentia","Mammalia","Mus astrachanensis"
"microtus socialis","Microtus socialis","Microtus socialis","Cricetidae","Rodentia","Mammalia","Microtus gravesi"
"microtus socialis","Microtus socialis","Microtus socialis","Cricetidae","Rodentia","Mammalia","Microtus parvus"
"microtus socialis","Microtus socialis","Microtus socialis","Cricetidae","Rodentia","Mammalia","Hypudaeus syriacus"
"microtus socialis","Microtus socialis","Microtus socialis","Cricetidae","Rodentia","Mammalia","Microtus socialis binominatus"
"microtus socialis","Microtus socialis","Microtus socialis","Cricetidae","Rodentia","Mammalia","Chionomys socialis satunini"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys dacius"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys ehiki"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys incertoides"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys klozeli"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys kupelwieseri"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys mustersi"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys nyirensis"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Hypudaeus rufescente-fuscus"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Hypudaeus rufofuscus"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys transsylvanicus"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys ukrainicus"
