Host,HostClass,HostOrder,HostFamily,Virus,VirusClass,VirusOrder,VirusFamily,VirusGenus,Year,YearType,Database,DatabaseVersion,DetectionMethod,Detection_NotSpecified,Detection_Serology,Detection_Genetic,Detection_Isolation,Host_Original,Virus_Original,DetectionMethod_Original,Host_NCBIResolved,Virus_NCBIResolved,HostSynonyms
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1976,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1975,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1992,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1990,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1991,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1986,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1989,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1988,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1985,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1973,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1972,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1967,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1969,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1974,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1970,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1968,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1984,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1982,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1994,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1995,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1993,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1996,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1997,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1998,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1999,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2000,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2001,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2003,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1959,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1960,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1957,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1954,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1964,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1952,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,1983,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2005,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2007,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2008,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2009,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2011,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vaccinia,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vaccinia,PCR,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vaccinia,PCR,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vaccinia,PCR,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vaccinia,PCR,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2013,Author,HP3,Olival et al. 2017 Nature,Antibodies,FALSE,TRUE,FALSE,FALSE,Bos taurus,Vaccinia,VNT,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vaccinia virus,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,2015,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Bos taurus,Vaccinia,Isolation,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2013,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2012,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2011,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2003,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,2000,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1994,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1991,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1986,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1979,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1972,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1966,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Venezuelan equine encephalitis virus,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,1967,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Antibodies,FALSE,TRUE,FALSE,FALSE,Bos taurus,Venezuelan equine encephalitis,Antibodies,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,2004,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular exanthema of swine,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vesicular exanthema of swine,PCR,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular exanthema of swine virus,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,1983,PubMed,Shaw,Shaw et al. 2020 Mol Ecol,Isolation/Observation,FALSE,FALSE,FALSE,TRUE,Bos taurus,Vesicular exanthema of swine,Isolation,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2014,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2013,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2012,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2011,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2010,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2009,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2008,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2007,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2006,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2005,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2004,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2003,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2002,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2001,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2000,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,1999,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,1998,PubMed,EID2,Wardeh et al. 2015 Sci Data,Not specified,TRUE,FALSE,FALSE,FALSE,Bos taurus,Vesicular stomatitis,CargoCarrier,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vesicular stomatitis,PCR,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Vesicular stomatitis virus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,NA,Nucleotide,EID2,Wardeh et al. 2015 Sci Data,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vesicular stomatitis,PCR,TRUE,TRUE,
Bos taurus,Mammalia,Cetartiodactyla,Bovidae,Alagoas vesiculovirus,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,2014,Author,HP3,Olival et al. 2017 Nature,PCR/Sequencing,FALSE,FALSE,TRUE,FALSE,Bos taurus,Vesicular stomatitis alagoas,PCR,TRUE,TRUE,
