"idx","PMID","Pathogen_Original","Database","batch","PubDate","PubYear","Lookup"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
547,101094826,"measles","pubmed",6,NA,NA,"Success"
548,26610423,"measles","pubmed",6,"2015 Dec","2015","Success"
549,22705744,"peste-des-petits-ruminants","pubmed",6,"2012 Jun","2012","Success"
550,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
550,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
550,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
551,101094826,"peste-des-petits-ruminants","pubmed",6,NA,NA,"Success"
552,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
552,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
552,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
553,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
553,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
553,3424615,"peste-des-petits-ruminants","pubmed",6,"1987 Nov 7","1987","Success"
554,20688672,"peste-des-petits-ruminants","pubmed",6,"2010 Apr","2010","Success"
556,22105906,"peste-des-petits-ruminants","pubmed",6,"2012 Feb","2012","Success"
556,22105906,"peste-des-petits-ruminants","pubmed",6,"2012 Feb","2012","Success"
557,22105906,"peste-des-petits-ruminants","pubmed",6,"2012 Feb","2012","Success"
557,22105906,"peste-des-petits-ruminants","pubmed",6,"2012 Feb","2012","Success"
558,457363,"peste-des-petits-ruminants","pubmed",6,"1979","1979","Success"
558,457363,"peste-des-petits-ruminants","pubmed",6,"1979","1979","Success"
559,457363,"peste-des-petits-ruminants","pubmed",6,"1979","1979","Success"
559,457363,"peste-des-petits-ruminants","pubmed",6,"1979","1979","Success"
560,20707980,"peste-des-petits-ruminants","pubmed",6,"2010 Nov","2010","Success"
561,19523293,"phocine distemper","pubmed",6,"2009 Jun","2009","Success"
562,1562233,"phocine distemper","pubmed",6,"1992","1992","Success"
563,8151831,"phocine distemper","pubmed",6,"1994 Jan","1994","Success"
564,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
564,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
564,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
564,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
565,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
565,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
565,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
565,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
566,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
566,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
566,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
566,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
567,11732810,"phocine distemper","pubmed",6,"2001 Nov","2001","Success"
569,8445769,"phocine distemper","pubmed",6,"1993 Jan","1993","Success"
570,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
570,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
570,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
570,25533658,"phocine distemper","pubmed",6,"2014 Dec 22","2014","Success"
571,16532603,"phocine distemper","pubmed",6,"2006 Jan 30","2006","Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
572,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
573,2922047,"phocine distemper","pubmed",6,"1989 Mar 16","1989","Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
574,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
575,101094826,"phocine distemper","pubmed",6,NA,NA,"Success"
576,15362838,"phocine distemper","pubmed",6,"2004 Apr","2004","Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
577,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
578,5233989,"rinderpest","pubmed",6,"1967 Sep","1967","Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
579,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
580,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
581,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
582,541114,"rinderpest","pubmed",6,"1979 Dec","1979","Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
583,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
584,14210780,"rinderpest","pubmed",6,"1964 Sep","1964","Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
585,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
586,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
587,20966223,"rinderpest","pubmed",6,"2010 Oct 22","2010","Success"
588,8277286,"rinderpest","pubmed",6,"1993 Dec","1993","Success"
589,7157610,"rinderpest","pubmed",6,"1982 Nov 27","1982","Success"
589,7157610,"rinderpest","pubmed",6,"1982 Nov 27","1982","Success"
590,7157610,"rinderpest","pubmed",6,"1982 Nov 27","1982","Success"
590,7157610,"rinderpest","pubmed",6,"1982 Nov 27","1982","Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
591,101094826,"rinderpest","pubmed",6,NA,NA,"Success"
592,3005667,"bovine respiratory syncytial","pubmed",6,"1986 Jan","1986","Success"
593,12680649,"bovine respiratory syncytial","pubmed",6,"2002 Jan","2002","Success"
594,3735589,"bovine respiratory syncytial","pubmed",6,"1986 Jul","1986","Success"
595,15827212,"bovine respiratory syncytial","pubmed",6,"2005 Jan","2005","Success"
596,3878355,"bovine respiratory syncytial","pubmed",6,"1985 Dec 1","1985","Success"
597,14640327,"bovine respiratory syncytial","pubmed",6,"2003 Nov 8","2003","Success"
598,3826854,"bovine respiratory syncytial","pubmed",6,"1987 Feb","1987","Success"
601,2845156,"bovine respiratory syncytial","pubmed",6,"1986 Oct","1986","Success"
602,9368988,"bovine respiratory syncytial","pubmed",6,"1997 Nov","1997","Success"
603,2803001,"bovine respiratory syncytial","pubmed",6,"1989","1989","Success"
604,3178037,"bovine respiratory syncytial","pubmed",6,"1988 Aug","1988","Success"
605,22931057,"human respiratory syncytial","pubmed",6,"2012 Dec","2012","Success"
606,13359460,"human respiratory syncytial","pubmed",6,"1956 Jul","1956","Success"
607,10885982,"human respiratory syncytial","pubmed",6,"2000 Jul","2000","Success"
608,3711866,"murine pneumonia","pubmed",6,"1986 Jun","1986","Success"
609,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
609,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
609,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
610,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
610,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
610,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
611,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
611,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
611,6244344,"murine pneumonia","pubmed",6,"1980 Apr","1980","Success"
612,12019534,"murine pneumonia","pubmed",6,"2002 Apr 27","2002","Success"
613,9230501,"murine pneumonia","pubmed",6,"1997 Jul","1997","Success"
614,23342367,"murine pneumonia","pubmed",6,"2012 Dec","2012","Success"
615,7601231,"murine pneumonia","pubmed",6,"1995 Apr","1995","Success"
616,521370,"bovine parainfluenza virus 3","pubmed",6,"1979 Nov 1","1979","Success"
617,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
617,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
617,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
618,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
618,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
618,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
619,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
619,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
619,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
619,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
620,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
620,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
620,190422,"bovine parainfluenza virus 3","pubmed",6,"1977 Jan","1977","Success"
621,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
621,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
621,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
621,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
622,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
622,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
622,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
622,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
623,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
623,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
623,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
623,211274,"bovine parainfluenza virus 3","pubmed",6,"1978 Jul","1978","Success"
624,2167394,"bovine parainfluenza virus 3","pubmed",7,"1990 Jul","1990","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
625,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
626,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
627,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
628,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
629,211274,"bovine parainfluenza virus 3","pubmed",7,"1978 Jul","1978","Success"
