Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
paradeontacylix kampachi,paradeontacylix kampachi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paradeontacylix sinensis,paradeontacylix sinensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paradinium poucheti,paradinium poucheti,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paradiplozoon nagibinae,paradiplozoon nagibinae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paradiplozoon parabramisi,paradiplozoon parabramisi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paraechinophallus japonicus,paraechinophallus japonicus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parafilaria bovicola,parafilaria bovicola,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parafilaroides decorus,parafilaroides decorus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
paragonimus bangkokensis,paragonimus bangkokensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paragonimus iloktsuenensis,paragonimus iloktsuenensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"CN,JP"
paragonimus vietnamensis,paragonimus vietnamensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paragrillotia similis,paragrillotia similis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
paragyliauchen arusettae,paragyliauchen arusettae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
parahaemoproteus vireonis,parahaemoproteus vireonis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paramacroderoides kinsellai,paramacroderoides kinsellai,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
paramacropostrongylus toraliformis,paramacropostrongylus toraliformis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paramphistomum cervi,paramphistomum cervi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paramphistomum leydeni,paramphistomum leydeni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paranoplocephala arctica,paranoplocephala arctica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Europe","US,RU"
paranoplocephala blanchardi,paranoplocephala blanchardi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Northern Europe","RU,FI"
paranoplocephala etholeni,paranoplocephala etholeni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
paranoplocephala fellmani,paranoplocephala fellmani,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
paranoplocephala gracilis,paranoplocephala gracilis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,FI
paranoplocephala jarrelli,paranoplocephala jarrelli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Europe","HU,US,RU"
paranoplocephala kalelai,paranoplocephala kalelai,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,FI
paranoplocephala longivaginata,paranoplocephala longivaginata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paranoplocephala macrocephala,paranoplocephala macrocephala,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
paranoplocephala mamillana,paranoplocephala mamillana,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paranoplocephala primordialis,paranoplocephala primordialis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
paranosema grylli,paranosema grylli,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,RU
paranucleospora theridion,paranucleospora theridion,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Northern Europe","US,NO"
parapolystoma bulliense,parapolystoma bulliense,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
parapoxvirus of red deer in new zealand,red deer parapoxvirus new zealand,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paraproteocephalus parasiluri,paraproteocephalus parasiluri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
paraschneideria metamorphosa,paraschneideria metamorphosa,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parasitylenchus nearcticus,parasitylenchus nearcticus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parathelohania anophelis,parathelohania anophelis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parathelohania obesa,parathelohania obesa,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
paratrichodorus minor,paratrichodorus minor,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, South-eastern Asia, Southern Europe","BR,PT,US,GR,MY"
parauronema virginianum,parauronema virginianum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parazoniolaimus collaris,parazoniolaimus collaris,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parelaphostrongylus andersoni,parelaphostrongylus andersoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
parelaphostrongylus odocoilei,parelaphostrongylus odocoilei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,"US,CA"
parelaphostrongylus tenuis,parelaphostrongylus tenuis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
paroncomegas araya,paroncomegas araya,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
parotobothrium balli,parotobothrium balli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
passalurus ambiguus,passalurus ambiguus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pasteurella mairii,pasteurella mairii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,"GB,NO"
pasteurella skyensis,pasteurella skyensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
pasteurella testudinis,pasteurella testudinis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,AT
pasteuria goettingianae,pasteuria goettingianae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,IT
pasteuria hartismeri,pasteuria hartismeri,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
pasteuria nishizawae,pasteuria nishizawae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
pasteuria penetrans,pasteuria penetrans,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Melanesia,PG
pasteuria ramosa,pasteuria ramosa,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,RU
paucivitellosus fragilis,paucivitellosus fragilis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pearsonellum corventum,pearsonellum corventum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pearsonellum pygmaeus,pearsonellum pygmaeus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pectobacterium carotovorum,pectobacterium carotovorum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Northern Europe, Southern Europe, Western Europe","AR,US,NP,CN,FR,ES,MY,DK,IR"
pectobacterium cypripedii,pectobacterium cypripedii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, South-eastern Asia, Southern Asia","IN,MY,BR"
peltidocotyle lenha,peltidocotyle lenha,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,"PY,BR"
peltidocotyle rugosa,peltidocotyle rugosa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,PY
penicillium concentricum,penicillium concentricum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Western Europe","US,DE"
penicillium corylophilum,penicillium corylophilum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe","CZ,CN,AQ"
penicillium lanosum,penicillium lanosum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
penicillium oxalicum,penicillium oxalicum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Southern Asia, Eastern Europe","IN,CZ,CO,CN,US"
penicillium polonicum,penicillium polonicum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Northern America, Eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","BG,PL,ES,DK,CZ,TW,TN,BE,NO,AQ,CA,DZ,CN"
penicillium tropicum,penicillium tropicum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Southern Asia","IN,CO"
penicillium vinaceum,penicillium vinaceum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Southern Asia","IR,CO"
peracreadium characis,peracreadium characis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
peracreadium idoneum,peracreadium idoneum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
perkinsus chesapeaki,perkinsus chesapeaki,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
perkinsus marinus,perkinsus marinus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Northern America","US,MX"
perkinsus olseni,perkinsus olseni,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Europe","CN,ES,IT,PT"
perkinsus qugwadi,perkinsus qugwadi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
pesotum fragrans,pesotum fragrans,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, Eastern Europe, Northern Europe, Australia and New Zealand","PL,NZ,CN,SE,CA"
pestalotiopsis caudata,pestalotiopsis caudata,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pestalotiopsis crassiuscula,pestalotiopsis crassiuscula,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"CN,JP"
pestalotiopsis guepinii,pestalotiopsis guepinii,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pestalotiopsis mangifolia,pestalotiopsis mangifolia,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
pestalotiopsis microspora,pestalotiopsis microspora,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Southern Asia, Southern Europe, Australia and New Zealand","AU,EC,BR,CN,NP,NZ,US,IT,IN"
peste-des-petits-ruminants,peste-des-petits-ruminants,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
petalocotyle adenometra,petalocotyle adenometra,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
petasiger phalacrocoracis,petasiger phalacrocoracis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Southern Europe","CZ,ES"
petrovinema poculatum,petrovinema poculatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
phaeoacremonium rubrigenum,phaeoacremonium rubrigenum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe, Southern Europe","CZ,JP,ES"
phaeobacter gallaeciensis,phaeobacter gallaeciensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Western Europe","FR,DK"
phagicola longa,phagicola longa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,AR
pharyngomyia picta,pharyngomyia picta,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pharyngostomum cordatum,pharyngostomum cordatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
phialemonium dimorphosporum,phialemonium dimorphosporum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
phialosimplex chlamydosporus,phialosimplex chlamydosporus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
philometra clavaeceps,philometra clavaeceps,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
philometra fujimotoi,philometra fujimotoi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometra lateolabracis,philometra lateolabracis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometra madai,philometra madai,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometra nemipteri,philometra nemipteri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometra overstreeti,philometra overstreeti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometra sawara,philometra sawara,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometra sciaenae,philometra sciaenae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometroides carassii,philometroides carassii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
philometroides cyprini,philometroides cyprini,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
philometroides fulvidraconi,philometroides fulvidraconi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
philometroides paralichthydis,philometroides paralichthydis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
philometroides pseudorasbori,philometroides pseudorasbori,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
philometroides seriolae,philometroides seriolae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
phlebiopsis gigantea,phlebiopsis gigantea,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Southern Asia, Eastern Europe, Northern Europe","SE,LT,PL,IN,US"
phocascaris cystophorae,phocascaris cystophorae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
phocid herpesvirus 1,phocid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
phocid herpesvirus 2,phocid herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
phocine distemper,phocine distemper,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
phocoena spinipinnis papillomavirus,phocoena spinipinnis papillomavirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,PE
phoma schachtii,phoma schachtii,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
photobacterium aplysiae,photobacterium aplysiae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
photobacterium iliopiscarium,photobacterium iliopiscarium,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,"NO,DK"
photobacterium jeanii,photobacterium jeanii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
photobacterium kishitanii,photobacterium kishitanii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, Western Asia","JP,TR,US"
photobacterium leiognathi,photobacterium leiognathi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Eastern Asia","MX,JP"
photobacterium phosphoreum,photobacterium phosphoreum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, Western Asia, Northern Europe","JP,KW,US,DK"
photorhabdus luminescens,photorhabdus luminescens,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Caribbean, South America, Northern America, Eastern Asia, Southern Asia, Western Asia, Southern Europe, Western Europe, Australia and New Zealand","IN,PT,TW,FR,IT,KR,BO,LB,AU,GP,US,CN,TT,TR"
photorhabdus temperata,photorhabdus temperata,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Caribbean, Northern America, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Western Europe, Australia and New Zealand","HU,AU,US,LB,IE,BE,FR,TR,RU,CU,NZ,IR"
phthinomita adlardi,phthinomita adlardi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita brooksi,phthinomita brooksi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita hallae,phthinomita hallae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita ingramae,phthinomita ingramae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita jonesi,phthinomita jonesi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita littlewoodi,phthinomita littlewoodi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita munozae,phthinomita munozae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita poulini,phthinomita poulini,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita robertsthomsoni,phthinomita robertsthomsoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthinomita sasali,phthinomita sasali,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
phthinomita symplocos,phthinomita symplocos,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
phthorimaea operculella granulovirus,phthorimaea operculella granulovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Africa, Central America, South America, South-eastern Asia, Western Asia, Australia and New Zealand","PE,CL,YE,KE,EG,AU,CO,ID,TR,GT,BO,EC"
phyllobothrium delphini,phyllobothrium delphini,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
phyllobothrium lactuca,phyllobothrium lactuca,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
phyllodistomum folium,phyllodistomum folium,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Northern Europe","BY,LT"
phyllodistomum lacustri,phyllodistomum lacustri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Northern America","US,MX,CA"
physaloptera praeputialis,physaloptera praeputialis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
physocephalus sexalatus,physocephalus sexalatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pichia americana,pichia americana,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
pichia canadensis,pichia canadensis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pichia galeiformis,pichia galeiformis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Southern Europe","RU,PT,TW,TH,CN,IT,BR,IN,ES"
pichia mexicana,pichia mexicana,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
pichia scolyti,pichia scolyti,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
piedraia quintanilhae,piedraia quintanilhae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Middle Africa,CF
pilibacter termitis,pilibacter termitis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pilobolus heterosporus,pilobolus heterosporus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pilobolus kleinii,pilobolus kleinii,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pilobolus longipes,pilobolus longipes,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pilobolus roridus,pilobolus roridus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pilobolus sphaerosporus,pilobolus sphaerosporus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Northern Europe","US,GB"
pintneriella musculicola,pintneriella musculicola,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
piratuba scaffi,piratuba scaffi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,VE
pirital,pirital,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
piromyces communis,piromyces communis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
piromyces polycephalus,piromyces polycephalus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,TW
piry,piry,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
piscirickettsia salmonis,piscirickettsia salmonis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Northern Europe, Southern Europe","CL,CA,GR,IE,NO,GB"
plagiorchis koreanus,plagiorchis koreanus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
plagiorchis maculosus,plagiorchis maculosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
plagiorchis muelleri,plagiorchis muelleri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plagiorchis vespertilionis,plagiorchis vespertilionis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
plagiotoma lumbrici,plagiotoma lumbrici,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium agamae,plasmodium agamae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium atheruri,plasmodium atheruri,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Middle Africa,"CD,GA"
plasmodium azurophilum,plasmodium azurophilum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Caribbean,DM
plasmodium berghei,plasmodium berghei,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Southern Asia","IN,CD"
plasmodium billbrayi,plasmodium billbrayi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Middle Africa","CG,UG"
plasmodium billcollinsi,plasmodium billcollinsi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Middle Africa","UG,CG"
plasmodium brasilianum,plasmodium brasilianum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,GF
plasmodium chiricahuae,plasmodium chiricahuae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
plasmodium coatneyi,plasmodium coatneyi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium cuculus,plasmodium cuculus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium cynomolgi,plasmodium cynomolgi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South-eastern Asia, Southern Asia","IN,MY"
plasmodium elongatum,plasmodium elongatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Northern America","GA,US"
plasmodium fairchildi,plasmodium fairchildi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium fieldi,plasmodium fieldi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium floridense,plasmodium floridense,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Caribbean,DM
plasmodium fragile,plasmodium fragile,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium gaboni,plasmodium gaboni,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Western Africa","CI,GA"
plasmodium gallinaceum,plasmodium gallinaceum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,VN
plasmodium giganteum,plasmodium giganteum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Africa,GH
plasmodium globularis,plasmodium globularis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium gonderi,plasmodium gonderi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Australia and New Zealand","GA,AU"
plasmodium inui,plasmodium inui,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,TW
plasmodium juxtanucleare,plasmodium juxtanucleare,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, South-eastern Asia","VN,BR"
plasmodium lucens,plasmodium lucens,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium megaglobularis,plasmodium megaglobularis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium mexicanum,plasmodium mexicanum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium multivacuolaris,plasmodium multivacuolaris,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium nucleophilum,plasmodium nucleophilum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium parahexamerium,plasmodium parahexamerium,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium polare,plasmodium polare,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium reichenowi,plasmodium reichenowi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Middle Africa, Western Africa","UG,CI,CD,CM,CG"
plasmodium relictum,plasmodium relictum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, Northern America, Western Asia, Eastern Europe, Polynesia","US,BW,ZA,UA,IL,PF"
plasmodium rouxi,plasmodium rouxi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
